"account","permitID","agencyID","permitStatus","desc","stateClass","permitType","propertyType","issueDate","year","siteNo","sitePrefix","siteStreet","siteType","siteSuffix","siteApt"
"0200460000012","1385730","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/30/2014",2015,"824","W","24TH",NA,"ST",NA
"0200470000016","1240556","061","C","RES.DEMO/SEWER DISC.",NA,"13",NA,"08/05/2010",2011,"830","W","23RD",NA,"ST",NA
"0200470000033","1338134","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/18/2013",2014,"821","W","22ND",NA,"ST",NA
"0200470000041","1249269","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/08/2010",2011,"807","W","22ND",NA,"ST",NA
"0200470000063","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/18/2013",2014,"821","W","22ND",NA,"ST",NA
"0200470000064","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/18/2013",2014,"821","W","22ND",NA,"ST",NA
"0200500000011","1125137","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/05/2007",2009,"516","W","23RD",NA,"ST",NA
"0200500000060","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/05/2007",2009,"516","W","23RD",NA,"ST",NA
"0200500000061","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/05/2007",2009,"516","W","23RD",NA,"ST",NA
"0200500000062","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/05/2007",2009,"516","W","23RD",NA,"ST",NA
"0200500000063","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/05/2007",2009,"516","W","23RD",NA,"ST",NA
"0200500000064","1","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/05/2007",2009,"516","W","23RD",NA,"ST",NA
"0200500000067","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/12/2012",2013,"523","W","22ND",NA,"ST",NA
"0200500000068","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/12/2012",2013,"523","W","22ND",NA,"ST",NA
"0200500000069","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/12/2012",2013,"523","W","22ND",NA,"ST",NA
"0200500000070","2","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"06/12/2012",2013,"523","W","22ND",NA,"ST",NA
"0200510000020","1126772","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/20/2007",2008,"442","W","23RD",NA,"ST",NA
"0200510000024","1426818","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"12/16/2014",2016,"448","W","23RD",NA,"ST",NA
"0200520000003","1205334","061","C","DEMO RES GARAGE/NO SEWER DISC",NA,"13",NA,"09/22/2009",2010,"306","W","23RD",NA,"ST",NA
"0200520000009","2","000","C","DEMO","A1","13",NA,"03/14/2012",2013,NA,NA,NA,NA,NA,NA
"0200520000009","1337223","061","C","DEMO RES / SEWER DISC",NA,"13",NA,"01/04/2012",2013,"318","W","23RD",NA,"ST",NA
"0200540000015","1126450","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/16/2007",2008,"136","E","23RD",NA,"ST",NA
"0200570000002","1380307","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/09/2013",2014,"2219",NA,"ARLINGTON",NA,"ST",NA
"0200570000011","1126392","061","C","DEMO RES / SEWER DISC",NA,"13",NA,"07/09/2007",2008,"2220",NA,"CORTLANDT",NA,"ST",NA
"0200580000002","1306686","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/13/2012",2013,"2219",NA,"COLUMBIA",NA,"ST",NA
"0200580000004","1220813","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/18/2010",2011,"2211",NA,"COLUMBIA",NA,"ST",NA
"0200580000005","1126583","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/02/2007",2008,"2207",NA,"COLUMBIA",NA,"ST",NA
"0200580000008","1295491","061","C","DEMO RES / SEWER DISC",NA,"13",NA,"01/04/2012",2013,"2208",NA,"ARLINGTON",NA,"ST",NA
"0200580000011","1125787","061","C","DEMO RES/ SEWER DISC",NA,"13",NA,"04/26/2007",2008,"2220",NA,"ARLINGTON",NA,"ST",NA
"0200590000005","1126391","061","C","DEMO RES / SEWER DISC",NA,"13",NA,"07/09/2007",2008,"2207",NA,"OXFORD",NA,"ST",NA
"0200590000008","1369298","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/13/2013",2014,"2206",NA,"COLUMBIA",NA,"ST",NA
"0200600000004","1","000","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0200600000006","1","000","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0200620000005","1250958","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/07/2010",2011,"604","E","21ST",NA,"ST",NA
"0200620000015","1127529","061","C","DEMO COMM/SEWER DISC",NA,"33",NA,"11/16/2007",2008,"617","E","20TH",NA,"ST",NA
"0200630000021","1192063","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/01/2009",2010,"2032",NA,"COLUMBIA",NA,"ST",NA
"0200630000025","1234298","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/04/2010",2011,"2048",NA,"COLUMBIA",NA,"ST",NA
"0200640000005","1164760","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/11/2008",2009,"2035",NA,"COLUMBIA",NA,"ST",NA
"0200640000018","1199908","061","C","DEMO RES GARAGE/ NO SEWER DISC",NA,"13",NA,"07/21/2009",2010,"2020",NA,"ARLINGTON",NA,"ST",NA
"0200640000018","1212942","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/17/2009",2010,"2020",NA,"ARLINGTON",NA,"ST",NA
"0200650000006","1280343","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/02/2011",2012,"2031",NA,"ARLINGTON",NA,"ST",NA
"0200650000006","1280344","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/02/2011",2012,"2031",NA,"ARLINGTON",NA,"ST",NA
"0200650000019","1","000","C","DWG DEMO","A1","13",NA,"10/26/2010",2011,"2024",NA,"CORTLANDT","ST",NA,NA
"0200650000021","1369573","061","C","RESIDENTIAL INTERIOR DEMO FOR FUTURE REMODEL",NA,"13",NA,"09/17/2013",2014,"2032",NA,"CORTLANDT",NA,"ST",NA
"0200650000021","1373115","061","C","DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"10/02/2013",2014,"2032",NA,"CORTLANDT",NA,"ST",NA
"0200650000032","3","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/02/2011",2012,"2035",NA,"ARLINGTON",NA,"ST",NA
"0200650000032","5","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/02/2011",2012,"2035",NA,"ARLINGTON",NA,"ST",NA
"0200660000002","1324757","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/21/2012",2013,"2045",NA,"CORTLANDT",NA,"ST",NA
"0200660000006","1420214","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/03/2014",2015,"2023",NA,"CORTLANDT",NA,"ST",NA
"0200660000009","1","000","C","DEMO CARPORT (SEE BLDR NOTES)","A1","13",NA,"08/19/2010",2011,NA,NA,NA,NA,NA,NA
"0200660000010","1205867","061","C","DEMO RES GARAGE/SEWER DISC",NA,"13",NA,"09/17/2009",2010,"2015",NA,"CORTLANDT",NA,"ST",NA
"0200660000010","1205870","061","C","DEMO RES /SEWER DISC SHED",NA,"13",NA,"09/21/2009",2010,"2015",NA,"CORTLANDT",NA,"ST",NA
"0200660000016","1400298","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/09/2014",2015,"2016",NA,"HARVARD",NA,"ST",NA
"0200660000032","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/11/2014",2015,"2005",NA,"CORTLANDT",NA,"ST",NA
"0200660000033","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/11/2014",2015,"2005",NA,"CORTLANDT",NA,"ST",NA
"0200670000002","1","000","C","DEMO","A1","13",NA,"05/15/2014",2015,NA,NA,NA,NA,NA,NA
"0200670000002","1405632","061","C","DEMO RES /SEWER DISC",NA,"13",NA,"06/05/2014",2015,"2045",NA,"HARVARD",NA,"ST",NA
"0200670000002","1406337","061","C","DEMO RES/ SEWER DISC  ( GARAGE)",NA,"13",NA,"06/13/2014",2015,"2045",NA,"HARVARD",NA,"ST",NA
"0200670000003","1","000","C","DEMO","C3","13",NA,"10/27/2005",2006,NA,NA,NA,NA,NA,NA
"0200670000007","1127112","061","C","DEMO RES/SEWER DISC.",NA,"13",NA,"09/25/2007",2008,"2027",NA,"HARVARD",NA,"ST",NA
"0200690000047","1","000","C","NO DEMO/ NO NEW CONST","F1","33",NA,"12/12/2007",2009,NA,NA,NA,NA,NA,NA
"0200710000004","1170985","061","C","DEMO RES GARAGE ONLY/NO SEWER DISC",NA,"13",NA,"10/29/2008",2009,"410","W","22ND",NA,"ST",NA
"0200710000014","1392112","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/19/2014",2015,"430","W","22ND",NA,"ST",NA
"0200710000018","1207438","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/15/2009",2010,"438","W","22ND",NA,"ST",NA
"0200730000021","2","000","C","DEMO","A1","13",NA,"03/25/2010",2010,NA,NA,NA,NA,NA,NA
"0200730000033","1338334","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/22/2013",2014,"633","W","21ST",NA,"ST",NA
"0200730000033","1338335","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/22/2013",2014,"633","W","21ST",NA,"ST",NA
"0200740000005","1125832","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/07/2007",2008,"714","W","22ND",NA,"ST",NA
"0200740000015","1","000","C","DEMO","A3","13",NA,"02/16/2015",2015,NA,NA,NA,NA,NA,NA
"0200750000007","1413866","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"08/11/2014",2015,"808","W","22ND",NA,"ST",NA
"0200750000028","1417482","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/18/2014",2015,"831","W","21ST",NA,"ST",NA
"0200750000053","3","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/18/2014",2015,"831","W","21ST",NA,"ST",NA
"0200760000007","1353121","061","C","DEMO RES / SEWER DISC",NA,"13",NA,"05/13/2013",2014,"814","W","21ST",NA,"ST",NA
"0200760000009","1",NA,"C","DEMO","C1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0200760000009","1166202","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/03/2008",2009,"816","W","21ST",NA,"ST",NA
"0200760000013","1","000","M","DEMO","A1","13",NA,"02/17/2015",2016,NA,NA,NA,NA,NA,NA
"0200760000015","1395526","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/07/2014",2015,"832","W","21ST",NA,"ST",NA
"0200760000029","1241040","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/13/2010",2012,"835","W","20TH",NA,"ST",NA
"0200760000037","1","000","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0200760000040","1","000","C","DEMO","C3","13",NA,"10/05/2005",2005,NA,NA,NA,NA,NA,NA
"0200760000040","1313945","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/25/2012",2013,"805","W","20TH",NA,"ST",NA
"0200760000048","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/07/2014",2015,"832","W","21ST",NA,"ST",NA
"0200770000028","1",NA,"C","DEMO","A1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0200770000028","1349166","061","C","DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"04/24/2013",2014,"739","W","20TH",NA,"ST",NA
"0200770000028","1349167","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/22/2013",2014,"739","W","20TH",NA,"ST",NA
"0200770000030","1349688","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/22/2013",2014,"735","W","20TH",NA,"ST",NA
"0200770000033","1349687","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/22/2013",2014,"729","W","20TH",NA,"ST",NA
"0200770000054","1",NA,"C","DEMO","A1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0200770000054","5","061","C","DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"04/24/2013",2014,"739","W","20TH",NA,"ST",NA
"0200770000054","6","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/22/2013",2014,"739","W","20TH",NA,"ST",NA
"0200770000055","1",NA,"C","DEMO","A1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0200770000055","5","061","C","DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"04/24/2013",2014,"739","W","20TH",NA,"ST",NA
"0200770000055","6","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/22/2013",2014,"739","W","20TH",NA,"ST",NA
"0200810000012","1192390","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/07/2009",2010,"326","W","21ST",NA,"ST",NA
"0200810000026","929344","061","C","DEMO GAR",NA,"13",NA,"05/19/2004",2006,"347","W","20TH",NA,"ST",NA
"0200810000043","2",NA,"C","DEMO","A1","13",NA,"12/30/1899",2009,NA,NA,NA,NA,NA,NA
"0200850000021","1216166","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/14/2010",2011,"230","W","20TH",NA,"ST",NA
"0200850000021","1216167","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/23/2013",2014,"230","W","20TH",NA,"ST",NA
"0200860000015","2","000","C","DEMO","C1","13",NA,"03/10/2015",2015,NA,NA,NA,NA,NA,NA
"0200860000017","2","000","C","DEMO IMPS","A3","13",NA,"12/30/1899",2010,NA,NA,NA,NA,NA,NA
"0200910000018","1385708","061","C","RESIDENTIAL REPAIRS PER REPAIR LIST",NA,"13",NA,"01/30/2014",2016,"838","W","20TH",NA,"ST",NA
"0200920000042","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/09/2012",2013,"831","W","18TH",NA,"ST",NA
"0200920000043","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/09/2012",2013,"831","W","18TH",NA,"ST",NA
"0200920000044","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/09/2012",2013,"831","W","18TH",NA,"ST",NA
"0200930000015","1","000","C","BLDG DEMOLISHED","F1","33",NA,"10/12/2007",2008,NA,NA,NA,NA,NA,NA
"0200940000052","4","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/02/2011",2012,"611","W","18TH",NA,"ST",NA
"0200940000053","4","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/02/2011",2012,"611","W","18TH",NA,"ST",NA
"0200940000054","4","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/02/2011",2012,"611","W","18TH",NA,"ST",NA
"0200950000029","1325242","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/28/2012",2013,"539","W","18TH",NA,"ST",NA
"0200950000029","1325243","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/24/2012",2013,"538","W","18TH",NA,"ST",NA
"0200970000021","1329125","061","C","DEMO BLDG/SEWER DISCONNECT",NA,"33",NA,"10/16/2012",2014,"350","W","19TH",NA,"ST",NA
"0201000000001","1337239","061","C","DEMO RES / NO SEWER DISC (GARAGE ONLY)",NA,"13",NA,"03/29/2012",2014,"1849",NA,"HARVARD",NA,"ST",NA
"0201000000017","1","000","C","DEMO","C1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0201000000017","1376876","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/04/2013",2014,"1820",NA,"HEIGHTS",NA,"BL",NA
"0201000000021","1343054","061","C","DEMO RES/SEWER DISC                  (GARAGE ONLY)",NA,"13",NA,"02/19/2013",2014,"1906",NA,"HEIGHTS",NA,"BL",NA
"0201010000010","1417717","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"09/22/2014",2016,"1815",NA,"CORTLANDT",NA,"ST",NA
"0201020000019","1281521","061","C","DEMO RES/SEWER DISC (FOR DETACHED GARAGE ONLY)",NA,"13",NA,"08/18/2011",2012,"1822",NA,"CORTLANDT",NA,"ST",NA
"0201020000023","1313624","061","C","RES DEMO/SEWER DISC",NA,"13",NA,"06/20/2012",2013,"1842",NA,"CORTLANDT",NA,"ST",NA
"0201020000027","1","000","C","DEMO","C1","13",NA,"02/18/2006",2006,NA,NA,NA,NA,NA,NA
"0201030000017","1133894","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/04/2008",2009,"1816",NA,"ARLINGTON",NA,"ST",NA
"0201030000018","1286784","061","C","RESIDENTIAL PARTIAL DEMO OF NON LOAD BEARING WALLS",NA,"13",NA,"10/05/2011",2012,"1820",NA,"ARLINGTON",NA,"ST",NA
"0201030000022","1","000","C","DWG DEMO","B2","13",NA,"12/30/1899",2006,NA,NA,NA,NA,NA,NA
"0201040000017","1246924","061","C","DEMO RES/SEWER DISC FOR GARAGE ONLY",NA,"13",NA,"10/15/2010",2013,"1814",NA,"COLUMBIA",NA,"ST","A"
"0201040000022","1","061","C","DEMO RES / SEWER DISC",NA,"13",NA,"02/28/2012",2013,"1836",NA,"COLUMBIA",NA,"ST",NA
"0201040000026","1","000","C","DEMO 100% 3/08","F1","33",NA,"03/12/2008",2008,NA,NA,NA,NA,NA,NA
"0201040000031","2","061","C","GARAGE DEMO BLD ( NO SEWER DISC REQUIRED)",NA,"33",NA,"09/07/2010",2011,"501","E","18TH",NA,"ST",NA
"0201040000032","3","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"09/13/2010",2011,"501","E","18TH",NA,"ST",NA
"0201040000033","3","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"09/13/2010",2011,"501","E","18TH",NA,"ST",NA
"0201050000001","1195942","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/28/2009",2010,"612","E","20TH",NA,"ST",NA
"0201050000015","1125151","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/09/2007",2008,"615","E","19TH",NA,"ST",NA
"0201080000009","1237706","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/26/2010",2011,"601","E","16TH",NA,"ST",NA
"0201090000006","1166298","061","C","DEMO RES SEWER DISC",NA,"13",NA,"09/04/2008",2009,"1629",NA,"OXFORD",NA,"ST",NA
"0201090000016","1","061","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0201090000017","1357850","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/19/2013",2014,"1616",NA,"COLUMBIA",NA,"ST",NA
"0201090000024","1280866","061","C","RESIDENTIAL PARTIAL INTERIOR DEMO FOR FUTURE REMOD",NA,"13",NA,"08/09/2011",2012,"1644",NA,"COLUMBIA",NA,"ST",NA
"0201090000024","1281431","061","C","DEMO RES/SEWER DISC(FOR DETACHED GARAGE ONLY)",NA,"13",NA,"08/17/2011",2012,"1644",NA,"COLUMBIA",NA,"ST",NA
"0201090000025","1240270","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/03/2010",2011,"1648",NA,"COLUMBIA",NA,"ST",NA
"0201090000026","1170398","061","C","RESIDENTIAL PARTIAL DEMO/REPAIR & REMODEL",NA,"13",NA,"10/21/2008",2011,"510","E","18TH",NA,"ST",NA
"0201100000008","1218103","061","C","DEMO RES/ SEWER DISC",NA,"13",NA,"02/11/2010",2011,"1617",NA,"COLUMBIA",NA,"ST",NA
"0201100000011","1","000","C","DEMO DWG","A1","13",NA,"12/30/1899",2006,NA,NA,NA,NA,NA,NA
"0201100000018","2","061","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0201110000003","1281520","061","C","DEMO RES/SEWER DISC (FOR DETACHED GARAGE ONLY)",NA,"13",NA,"08/18/2011",2012,"1643",NA,"ARLINGTON",NA,"ST",NA
"0201110000004","1126502","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/23/2007",2008,"1639",NA,"ARLINGTON",NA,"ST",NA
"0201110000005","1136814","061","C","DEMO RES/ SEWER DISC",NA,"13",NA,"02/14/2008",2009,"1635",NA,"ARLINGTON",NA,"ST",NA
"0201110000009","1308714","061","C","DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"05/08/2012",2013,"1609",NA,"ARLINGTON",NA,"ST",NA
"0201110000009","1309439","061","C","DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"05/17/2012",2013,"1615",NA,"ARLINGTON",NA,"ST",NA
"0201110000014","1166594","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/10/2008",2009,"301","E","16TH",NA,"ST",NA
"0201110000015","1370387","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/25/2013",2014,"1610",NA,"CORTLANDT",NA,"ST",NA
"0201120000022","1244510","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/24/2010",2011,"1634",NA,"HARVARD",NA,"ST",NA
"0201120000022","1244615","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/27/2010",2011,"1632",NA,"HARVARD",NA,"ST",NA
"0201140000011","1329618","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/23/2012",2013,"1712",NA,"YALE",NA,"ST",NA
"0201150000009","1353954","061","C","DEMO RES (GARAGE APARTMENT)/SEWER DISC",NA,"13",NA,"05/21/2013",2014,"218","W","18TH",NA,"ST",NA
"0201150000015","1408811","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/10/2014",2015,"240","W","18TH",NA,"ST",NA
"0201150000026","1408522","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"07/07/2014",2015,"245","W","17TH",NA,"ST",NA
"0201150000038","1","000","C","DEMO","X2","13",NA,"09/28/2010",2011,NA,NA,NA,NA,NA,NA
"0201180000017","1423765","061","C","DEMO RES/SEWER DISC (GARAGE)",NA,"13",NA,"11/10/2014",2015,"534","W","18TH",NA,"ST",NA
"0201190000001","1338800","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/28/2013",2014,"602","W","18TH",NA,"ST",NA
"0201190000006","1385520","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/29/2014",2015,"614","W","18TH",NA,"ST",NA
"0201190000050","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/29/2014",2015,"614","W","18TH",NA,"ST",NA
"0201190000051","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/29/2014",2015,"614","W","18TH",NA,"ST",NA
"0201200000011","1","000","C","DEMO","C1","13",NA,"11/14/2013",2014,NA,NA,NA,NA,NA,NA
"0201200000025","1400682","061","C","DEMO BLD/SEWER DISC",NA,"13",NA,"05/14/2014",2015,"745","W","17TH",NA,"ST",NA
"0201200000028","1401118","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"05/20/2014",2015,"737","W","17TH",NA,"ST",NA
"0201210000007","1424592","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/21/2014",2015,"812","W","18TH",NA,"ST",NA
"0201210000010","1384052","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/08/2014",2015,"824","W","18TH",NA,"ST",NA
"0201210000015","1","000","C","DEMO","A1","13",NA,"01/10/2008",2008,NA,NA,NA,NA,NA,NA
"0201210000017","1","000","C","DEMO","C3","13",NA,"10/24/2005",2006,NA,NA,NA,NA,NA,NA
"0201210000021","1161632","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/17/2008",2009,"836","W","18TH",NA,"ST",NA
"0201210000024","1300296","061","C","NEW RESIDENTIAL ADDITION & REMODEL (DEMO OF CARPOR",NA,"13",NA,"02/28/2012",2014,"839","W","17TH",NA,"ST",NA
"0201210000031","1399478","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/01/2014",2015,"827","W","17TH",NA,"ST",NA
"0201210000048","1","000","C","DEMO","A1","13",NA,"01/15/2008",2008,NA,NA,NA,NA,NA,NA
"0201210000049","1","000","C","DEMO","A1","13",NA,"01/15/2008",2008,NA,NA,NA,NA,NA,NA
"0201210000054","3","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/01/2014",2015,"827","W","17TH",NA,"ST",NA
"0201220000015","1368424","061","C","DEMO RES/SEWER DISCONNECT",NA,"13",NA,"09/03/2013",2014,"830","W","17TH",NA,"ST",NA
"0201220000047","1","061","C","DEMO RES/SEWER DISCONNECT",NA,"13",NA,"09/03/2013",2014,"830","W","17TH",NA,"ST",NA
"0201240000014","1125319","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/01/2007",2008,"628","W","17TH",NA,"ST",NA
"0201240000014","1125485","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/05/2007",2008,"630","W","17TH",NA,"ST",NA
"0201240000022","1338616","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/25/2013",2014,"1620","N","SHEPHERD",NA,"DR",NA
"0201240000050","1345671","061","C","DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"03/05/2013",2014,"1607",NA,"LAWRENCE",NA,"ST",NA
"0201240000057","1125320","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/01/2007",2008,"632","W","17TH",NA,"ST",NA
"0201240000062","1","000","C","DEMO","F1","13",NA,"12/30/1899",2010,NA,NA,NA,NA,NA,NA
"0201250000029","1144260","061","C","DEMO RES./SEWER DISC",NA,"13",NA,"05/21/2008",2009,"539","W","16TH",NA,"ST",NA
"0201250000040","1","000","C","DEMO","A1","13",NA,"01/01/2010",2010,NA,NA,NA,NA,NA,NA
"0201250000042","1","000","C","DEMO","A1","13",NA,"11/03/2005",2006,NA,NA,NA,NA,NA,NA
"0201250000044","2","000","C","DEMO","A1","13",NA,"11/03/2005",2006,NA,NA,NA,NA,NA,NA
"0201250000064","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/29/2014",2015,"526","W","17TH",NA,"ST",NA
"0201250000065","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/29/2014",2015,"526","W","17TH",NA,"ST",NA
"0201250010002","2",NA,"C","DEMO","A1","13",NA,"03/23/2011",2011,NA,NA,NA,NA,NA,NA
"0201260000028","1275398","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/27/2011",2012,"443","W","16TH",NA,"ST",NA
"0201260000032","1338257","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/22/2013",2014,"435","W","16TH",NA,"ST",NA
"0201260000044","1273924","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/07/2011",2012,"411","W","16TH",NA,"ST",NA
"0201270000045","1236317","061","C","DEMO GARAGE/SEWER DISC",NA,"13",NA,"07/02/2010",2011,"311","W","16TH",NA,"ST",NA
"0201280000034","1384672","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"01/16/2014",2016,"233","W","16TH",NA,"ST",NA
"0201280000047","2",NA,"C","HOUSE DEMO","A1","13",NA,"12/30/1899",2009,NA,NA,NA,NA,NA,NA
"0201290000010","1","000","C","DEMO IMPS","X3","43",NA,"05/27/2009",2009,"1612",NA,"YALE",NA,NA,NA
"0201290000011","1146690","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/24/2008",2009,"1614",NA,"YALE",NA,"ST",NA
"0201290000018","1192762","061","C","DEMO APTS POOL ONLY/SEWER DISC",NA,"33",NA,"04/15/2009",2010,"1605",NA,"HEIGHTS",NA,"BL",NA
"0201310010001","1191306","061","C","DEMO RES/ SEWER DISCONNECT",NA,"13",NA,"03/20/2009",2010,"1502",NA,"OXFORD",NA,"ST",NA
